Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product_ID,Product_Name,Category,Brand,Color,Size,Quantity,Price,Discount_Percent,Sales,Profit,Payment_Method,Inventory_Stock
ORD10144,2026-07-29,CUST1380,Customer_1144,Male,34,Vijayawada,Andhra Pradesh,P008,Leather Jacket,Outerwear,LeatherCraft,White,XXL,3,4599,25,10347.75,1381.55,Cash,35
ORD10145,2026-04-26,CUST1360,Customer_1145,Male,38,Chennai,Tamil Nadu,P009,Sneakers,Footwear,SportX,Grey,XXL,4,3299,25,9897.0,2426.64,Debit Card,37
ORD10146,2026-03-03,CUST1025,Customer_1146,Female,37,Delhi,Delhi,P012,Kurta,Ethnic Wear,Heritage,Blue,XXL,1,1899,0,1899.0,543.35,Cash,76
ORD10147,2025-05-06,CUST1182,Customer_1147,Male,58,Mumbai,Maharashtra,P006,Running Shoes,Footwear,SportX,Yellow,M,5,3599,15,15295.75,3750.5,Cash,75
ORD10148,2026-03-07,CUST1306,Customer_1148,Female,57,Mumbai,Maharashtra,P008,Leather Jacket,Outerwear,LeatherCraft,Blue,L,3,4599,30,9657.9,2495.14,UPI,67
ORD10149,2025-07-08,CUST1076,Customer_1149,Female,21,Bengaluru,Karnataka,P009,Sneakers,Footwear,SportX,Blue,XL,2,3299,20,5278.4,1038.85,UPI,67
ORD10150,2026-08-11,CUST1119,Customer_1150,Male,51,Visakhapatnam,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,Beige,XXL,4,1599,10,5756.4,989.18,Cash,28
ORD10151,2026-07-14,CUST1084,Customer_1151,Male,30,Vijayawada,Andhra Pradesh,P019,Loafers,Footwear,OfficeLine,Blue,XL,4,2799,5,10636.2,1707.47,Net Banking,92
ORD10152,2026-07-16,CUST1572,Customer_1152,Female,44,Mumbai,Maharashtra,P015,Track Pants,Sportswear,SportX,Yellow,M,2,1599,30,2238.6,569.29,Credit Card,65
ORD10153,2025-11-18,CUST1412,Customer_1153,Female,18,Bhubaneswar,Odisha,P002,Slim Fit Jeans,Jeans,DenimCo,Green,L,2,2499,25,3748.5,704.45,Cash,89
ORD10154,2026-09-11,CUST1513,Customer_1154,Male,31,Chennai,Tamil Nadu,P020,Sweatshirt,Sportswear,UrbanWear,Pink,L,4,1699,10,6116.4,1871.04,Cash,52
ORD10155,2025-10-22,CUST1548,Customer_1155,Female,57,Bengaluru,Karnataka,P009,Sneakers,Footwear,SportX,Blue,XXL,4,3299,25,9897.0,1521.42,Net Banking,98
ORD10156,2025-03-18,CUST1289,Customer_1156,Female,37,Kolkata,West Bengal,P001,Classic T-Shirt,T-Shirts,UrbanWear,Yellow,M,4,799,30,2237.2,599.05,Cash,66
ORD10157,2025-09-22,CUST1246,Customer_1157,Male,27,Hyderabad,Telangana,P013,Saree,Ethnic Wear,Heritage,Grey,XXL,2,3999,10,7198.2,1647.75,Credit Card,87
ORD10158,2025-11-28,CUST1479,Customer_1158,Male,54,Visakhapatnam,Andhra Pradesh,P012,Kurta,Ethnic Wear,Heritage,Blue,S,1,1899,10,1709.1,297.3,Cash,79
ORD10159,2025-07-29,CUST1116,Customer_1159,Female,24,Bengaluru,Karnataka,P013,Saree,Ethnic Wear,Heritage,Black,L,1,3999,0,3999.0,1278.46,Debit Card,64
ORD10160,2026-11-17,CUST1083,Customer_1160,Female,52,Bhubaneswar,Odisha,P018,Anarkali Dress,Dresses,Elegance,Blue,M,5,3299,10,14845.5,1712.0,Debit Card,89
ORD10161,2026-02-25,CUST1106,Customer_1161,Male,36,Vijayawada,Andhra Pradesh,P005,Summer Dress,Dresses,Elegance,Green,L,4,2999,15,10196.6,2887.23,Credit Card,53
ORD10162,2025-01-18,CUST1600,Customer_1162,Male,40,Pune,Maharashtra,P006,Running Shoes,Footwear,SportX,Black,S,4,3599,25,10797.0,3436.14,Cash,74
ORD10163,2025-05-10,CUST1255,Customer_1163,Male,20,Hyderabad,Telangana,P003,Casual Shirt,Shirts,StyleHub,Red,XL,5,1499,10,6745.5,1358.99,Cash,38
ORD10164,2026-11-15,CUST1250,Customer_1164,Male,31,Kolkata,West Bengal,P007,Formal Trousers,Trousers,OfficeLine,Blue,XL,4,1999,20,6396.8,1795.39,Cash,81
ORD10165,2026-02-21,CUST1528,Customer_1165,Female,22,Jaipur,Rajasthan,P004,Hoodie,Outerwear,UrbanWear,Blue,S,3,2199,5,6267.15,825.13,Credit Card,56
ORD10166,2025-03-05,CUST1262,Customer_1166,Female,51,Visakhapatnam,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Black,S,1,3599,15,3059.15,306.26,Credit Card,67
ORD10167,2025-02-17,CUST1517,Customer_1167,Male,53,Kakinada,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,Green,L,5,1599,10,7195.5,952.04,Debit Card,83
ORD10168,2026-03-05,CUST1155,Customer_1168,Male,50,Bengaluru,Karnataka,P001,Classic T-Shirt,T-Shirts,UrbanWear,White,L,1,799,10,719.1,188.63,Debit Card,77
ORD10169,2026-04-02,CUST1126,Customer_1169,Female,50,Bengaluru,Karnataka,P015,Track Pants,Sportswear,SportX,Beige,S,3,1599,10,4317.3,639.92,Cash,13
ORD10170,2025-02-14,CUST1240,Customer_1170,Female,60,Kakinada,Andhra Pradesh,P007,Formal Trousers,Trousers,OfficeLine,Pink,S,1,1999,5,1899.05,533.79,Net Banking,67
ORD10171,2026-11-27,CUST1586,Customer_1171,Female,55,Bengaluru,Karnataka,P004,Hoodie,Outerwear,UrbanWear,Green,S,3,2199,30,4617.9,1350.82,Cash,26
ORD10172,2025-01-05,CUST1340,Customer_1172,Female,41,Hyderabad,Telangana,P010,Polo Shirt,T-Shirts,StyleHub,Red,XXL,4,1299,30,3637.2,951.64,Credit Card,73
ORD10173,2025-09-29,CUST1292,Customer_1173,Female,29,Visakhapatnam,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,Blue,L,1,1299,15,1104.15,256.54,Credit Card,77
ORD10174,2026-07-05,CUST1163,Customer_1174,Male,40,Mumbai,Maharashtra,P003,Casual Shirt,Shirts,StyleHub,White,M,5,1499,10,6745.5,1246.44,Debit Card,59
ORD10175,2025-01-07,CUST1128,Customer_1175,Female,56,Visakhapatnam,Andhra Pradesh,P013,Saree,Ethnic Wear,Heritage,Yellow,XL,4,3999,25,11997.0,1202.52,Cash,21
ORD10176,2026-09-06,CUST1562,Customer_1176,Male,20,Chennai,Tamil Nadu,P017,Chinos,Trousers,OfficeLine,Red,M,5,1899,0,9495.0,1944.01,Debit Card,61
ORD10177,2026-10-14,CUST1060,Customer_1177,Male,26,Delhi,Delhi,P010,Polo Shirt,T-Shirts,StyleHub,Black,L,1,1299,10,1169.1,171.97,Debit Card,21
ORD10178,2025-09-08,CUST1217,Customer_1178,Male,20,Jaipur,Rajasthan,P002,Slim Fit Jeans,Jeans,DenimCo,Green,M,1,2499,20,1999.2,340.84,Credit Card,30
ORD10179,2025-01-24,CUST1558,Customer_1179,Female,22,Kakinada,Andhra Pradesh,P019,Loafers,Footwear,OfficeLine,Yellow,S,4,2799,10,10076.4,2976.98,UPI,16
ORD10180,2026-12-04,CUST1453,Customer_1180,Male,53,Vijayawada,Andhra Pradesh,P010,Polo Shirt,T-Shirts,StyleHub,Yellow,L,4,1299,10,4676.4,1344.58,UPI,100
ORD10181,2025-12-08,CUST1570,Customer_1181,Male,42,Bengaluru,Karnataka,P009,Sneakers,Footwear,SportX,Beige,XXL,1,3299,5,3134.05,536.76,Net Banking,21
ORD10182,2025-07-31,CUST1583,Customer_1182,Female,34,Chennai,Tamil Nadu,P017,Chinos,Trousers,OfficeLine,Pink,M,5,1899,10,8545.5,1782.66,Cash,61
ORD10183,2026-12-18,CUST1062,Customer_1183,Female,55,Hyderabad,Telangana,P010,Polo Shirt,T-Shirts,StyleHub,Black,L,1,1299,20,1039.2,148.09,Debit Card,39
ORD10184,2025-10-04,CUST1557,Customer_1184,Female,58,Chennai,Tamil Nadu,P014,Blazer,Formal Wear,OfficeLine,Yellow,M,3,3499,15,8922.45,2135.08,Cash,36
ORD10185,2025-08-01,CUST1396,Customer_1185,Male,41,Mumbai,Maharashtra,P006,Running Shoes,Footwear,SportX,Red,M,3,3599,30,7557.9,1523.67,Net Banking,38
ORD10186,2026-01-01,CUST1434,Customer_1186,Female,34,Vijayawada,Andhra Pradesh,P002,Slim Fit Jeans,Jeans,DenimCo,Pink,M,2,2499,15,4248.3,580.04,Cash,59
ORD10187,2026-12-10,CUST1557,Customer_1187,Male,43,Hyderabad,Telangana,P016,Denim Jacket,Outerwear,DenimCo,Black,XL,4,3199,15,10876.6,3066.05,Net Banking,10
ORD10188,2026-11-04,CUST1348,Customer_1188,Female,18,Bengaluru,Karnataka,P014,Blazer,Formal Wear,OfficeLine,Grey,S,5,3499,25,13121.25,3979.13,Net Banking,70
ORD10189,2025-04-21,CUST1512,Customer_1189,Male,39,Visakhapatnam,Andhra Pradesh,P019,Loafers,Footwear,OfficeLine,White,L,3,2799,0,8397.0,2213.12,Debit Card,5
ORD10190,2026-12-23,CUST1224,Customer_1190,Female,42,Hyderabad,Telangana,P012,Kurta,Ethnic Wear,Heritage,Black,M,4,1899,30,5317.2,1559.68,Cash,20
ORD10191,2025-06-25,CUST1580,Customer_1191,Male,59,Chennai,Tamil Nadu,P009,Sneakers,Footwear,SportX,Pink,XXL,4,3299,5,12536.2,2733.23,Net Banking,23
ORD10192,2025-03-27,CUST1061,Customer_1192,Male,52,Jaipur,Rajasthan,P019,Loafers,Footwear,OfficeLine,Green,L,3,2799,30,5877.9,1072.02,Credit Card,59
ORD10193,2026-11-14,CUST1222,Customer_1193,Male,35,Pune,Maharashtra,P013,Saree,Ethnic Wear,Heritage,White,S,5,3999,25,14996.25,2901.71,Net Banking,81
ORD10194,2026-06-18,CUST1525,Customer_1194,Male,19,Hyderabad,Telangana,P005,Summer Dress,Dresses,Elegance,Beige,L,5,2999,0,14995.0,2501.69,Debit Card,49
ORD10195,2025-03-24,CUST1227,Customer_1195,Female,44,Vijayawada,Andhra Pradesh,P009,Sneakers,Footwear,SportX,White,S,4,3299,20,10556.8,2607.88,Debit Card,49
ORD10196,2026-02-24,CUST1114,Customer_1196,Male,32,Kakinada,Andhra Pradesh,P020,Sweatshirt,Sportswear,UrbanWear,White,S,3,1699,30,3567.9,466.39,Debit Card,95
ORD10197,2025-06-28,CUST1049,Customer_1197,Female,46,Kolkata,West Bengal,P004,Hoodie,Outerwear,UrbanWear,Beige,XXL,3,2199,5,6267.15,1970.22,Net Banking,65
ORD10198,2025-05-30,CUST1321,Customer_1198,Male,60,Chennai,Tamil Nadu,P008,Leather Jacket,Outerwear,LeatherCraft,Green,XXL,3,4599,0,13797.0,1488.67,Cash,8
ORD10199,2025-10-11,CUST1028,Customer_1199,Male,58,Hyderabad,Telangana,P005,Summer Dress,Dresses,Elegance,Yellow,XXL,4,2999,15,10196.6,3045.29,Net Banking,16
ORD10200,2026-06-12,CUST1321,Customer_1200,Male,57,Jaipur,Rajasthan,P006,Running Shoes,Footwear,SportX,Pink,L,1,3599,0,3599.0,483.23,Cash,43
ORD10201,2025-07-30,CUST1187,Customer_1201,Female,26,Visakhapatnam,Andhra Pradesh,P016,Denim Jacket,Outerwear,DenimCo,Green,M,3,3199,30,6717.9,2103.55,UPI,97
ORD10202,2026-01-30,CUST1499,Customer_1202,Male,59,Jaipur,Rajasthan,P004,Hoodie,Outerwear,UrbanWear,Grey,XXL,1,2199,20,1759.2,449.87,Credit Card,95
ORD10203,2025-10-11,CUST1327,Customer_1203,Female,56,Kolkata,West Bengal,P013,Saree,Ethnic Wear,Heritage,White,XXL,1,3999,30,2799.3,615.98,Debit Card,72
ORD10204,2025-07-24,CUST1217,Customer_1204,Male,34,Chennai,Tamil Nadu,P016,Denim Jacket,Outerwear,DenimCo,White,S,3,3199,15,8157.45,1509.09,Cash,12
ORD10205,2026-09-02,CUST1368,Customer_1205,Male,19,Chennai,Tamil Nadu,P012,Kurta,Ethnic Wear,Heritage,Blue,S,4,1899,25,5697.0,1736.16,Net Banking,24
ORD10206,2026-04-30,CUST1562,Customer_1206,Female,60,Kakinada,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Black,M,5,3599,25,13496.25,2880.99,Debit Card,9
ORD10207,2025-04-19,CUST1342,Customer_1207,Male,57,Visakhapatnam,Andhra Pradesh,P008,Leather Jacket,Outerwear,LeatherCraft,Blue,L,1,4599,30,3219.3,460.13,Cash,65
ORD10208,2026-04-21,CUST1519,Customer_1208,Female,58,Kolkata,West Bengal,P016,Denim Jacket,Outerwear,DenimCo,White,M,2,3199,15,5438.3,1282.97,UPI,13
ORD10209,2026-09-13,CUST1227,Customer_1209,Male,51,Chennai,Tamil Nadu,P010,Polo Shirt,T-Shirts,StyleHub,White,L,2,1299,10,2338.2,720.29,Debit Card,22
ORD10210,2025-04-29,CUST1261,Customer_1210,Female,27,Pune,Maharashtra,P013,Saree,Ethnic Wear,Heritage,Yellow,XL,2,3999,5,7598.1,1884.54,Net Banking,21
ORD10211,2026-03-06,CUST1299,Customer_1211,Female,40,Kakinada,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,Black,L,5,1599,25,5996.25,741.19,Net Banking,46
ORD10212,2026-11-04,CUST1254,Customer_1212,Female,20,Chennai,Tamil Nadu,P006,Running Shoes,Footwear,SportX,Yellow,L,5,3599,0,17995.0,3691.64,Credit Card,26
ORD10213,2025-01-13,CUST1282,Customer_1213,Male,56,Visakhapatnam,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,Blue,L,4,1599,20,5116.8,1616.42,Cash,10
ORD10214,2026-10-22,CUST1257,Customer_1214,Male,45,Pune,Maharashtra,P017,Chinos,Trousers,OfficeLine,White,XXL,5,1899,25,7121.25,1936.88,Cash,65
ORD10215,2026-11-10,CUST1577,Customer_1215,Female,33,Pune,Maharashtra,P007,Formal Trousers,Trousers,OfficeLine,Grey,L,2,1999,15,3398.3,842.13,Cash,82
ORD10216,2026-01-24,CUST1130,Customer_1216,Female,50,Delhi,Delhi,P008,Leather Jacket,Outerwear,LeatherCraft,Red,S,3,4599,0,13797.0,2775.07,Credit Card,24
ORD10217,2026-06-19,CUST1164,Customer_1217,Female,22,Delhi,Delhi,P008,Leather Jacket,Outerwear,LeatherCraft,Black,XXL,4,4599,0,18396.0,5460.51,Net Banking,19
ORD10218,2025-05-19,CUST1530,Customer_1218,Female,50,Hyderabad,Telangana,P006,Running Shoes,Footwear,SportX,White,XL,1,3599,10,3239.1,701.16,Net Banking,21
ORD10219,2025-10-12,CUST1165,Customer_1219,Male,31,Chennai,Tamil Nadu,P016,Denim Jacket,Outerwear,DenimCo,Red,S,2,3199,25,4798.5,635.48,Cash,57
ORD10220,2025-06-25,CUST1470,Customer_1220,Female,50,Visakhapatnam,Andhra Pradesh,P017,Chinos,Trousers,OfficeLine,Black,XXL,4,1899,5,7216.2,1485.43,Credit Card,48
ORD10221,2025-05-13,CUST1106,Customer_1221,Male,38,Kakinada,Andhra Pradesh,P009,Sneakers,Footwear,SportX,Red,M,5,3299,5,15670.25,2810.9,Cash,28
ORD10222,2025-09-24,CUST1079,Customer_1222,Male,36,Hyderabad,Telangana,P019,Loafers,Footwear,OfficeLine,Yellow,M,4,2799,5,10636.2,1701.97,Net Banking,40
ORD10223,2025-09-24,CUST1299,Customer_1223,Female,45,Kolkata,West Bengal,P019,Loafers,Footwear,OfficeLine,Black,XXL,2,2799,15,4758.3,1449.38,Cash,100
ORD10224,2026-01-04,CUST1475,Customer_1224,Male,37,Jaipur,Rajasthan,P010,Polo Shirt,T-Shirts,StyleHub,Yellow,S,4,1299,15,4416.6,1324.51,Cash,6
ORD10225,2025-11-26,CUST1341,Customer_1225,Female,41,Chennai,Tamil Nadu,P012,Kurta,Ethnic Wear,Heritage,Grey,XXL,3,1899,15,4842.45,918.22,Net Banking,15
ORD10226,2026-07-17,CUST1597,Customer_1226,Female,55,Kolkata,West Bengal,P015,Track Pants,Sportswear,SportX,White,XXL,2,1599,5,3038.1,870.49,UPI,35
ORD10227,2026-04-05,CUST1564,Customer_1227,Male,32,Hyderabad,Telangana,P003,Casual Shirt,Shirts,StyleHub,Beige,L,3,1499,25,3372.75,787.15,Cash,33
ORD10228,2026-04-05,CUST1570,Customer_1228,Female,35,Kakinada,Andhra Pradesh,P005,Summer Dress,Dresses,Elegance,Black,XXL,1,2999,5,2849.05,321.22,UPI,70
ORD10229,2026-12-16,CUST1159,Customer_1229,Female,57,Kakinada,Andhra Pradesh,P014,Blazer,Formal Wear,OfficeLine,Yellow,S,1,3499,25,2624.25,731.21,Credit Card,70
ORD10230,2025-09-07,CUST1579,Customer_1230,Female,29,Kakinada,Andhra Pradesh,P020,Sweatshirt,Sportswear,UrbanWear,Black,L,5,1699,10,7645.5,1229.13,Net Banking,46
ORD10231,2026-02-27,CUST1227,Customer_1231,Female,53,Kolkata,West Bengal,P014,Blazer,Formal Wear,OfficeLine,Pink,M,2,3499,25,5248.5,1416.08,Cash,5
ORD10232,2025-06-02,CUST1125,Customer_1232,Female,40,Bhubaneswar,Odisha,P012,Kurta,Ethnic Wear,Heritage,Yellow,XXL,3,1899,10,5127.3,556.32,Cash,13
ORD10233,2025-06-22,CUST1114,Customer_1233,Male,26,Delhi,Delhi,P003,Casual Shirt,Shirts,StyleHub,Grey,L,2,1499,10,2698.2,490.37,Debit Card,51
ORD10234,2025-04-09,CUST1590,Customer_1234,Male,35,Pune,Maharashtra,P015,Track Pants,Sportswear,SportX,Grey,L,5,1599,15,6795.75,1711.77,Credit Card,93
ORD10235,2026-12-09,CUST1059,Customer_1235,Male,38,Delhi,Delhi,P002,Slim Fit Jeans,Jeans,DenimCo,White,M,2,2499,30,3498.6,930.65,UPI,22
ORD10236,2025-06-04,CUST1545,Customer_1236,Female,52,Hyderabad,Telangana,P009,Sneakers,Footwear,SportX,Grey,M,3,3299,5,9402.15,2586.84,Cash,31
ORD10237,2026-01-10,CUST1242,Customer_1237,Female,27,Vijayawada,Andhra Pradesh,P003,Casual Shirt,Shirts,StyleHub,Red,XXL,2,1499,5,2848.1,876.18,Cash,43
ORD10238,2025-11-13,CUST1470,Customer_1238,Male,27,Vijayawada,Andhra Pradesh,P006,Running Shoes,Footwear,SportX,Red,XXL,1,3599,0,3599.0,866.05,Cash,86
ORD10239,2026-09-19,CUST1521,Customer_1239,Female,31,Kakinada,Andhra Pradesh,P005,Summer Dress,Dresses,Elegance,Black,XL,5,2999,0,14995.0,1666.21,Debit Card,77
ORD10240,2025-03-19,CUST1438,Customer_1240,Female,36,Kolkata,West Bengal,P013,Saree,Ethnic Wear,Heritage,Black,XXL,1,3999,0,3999.0,1225.58,UPI,55
ORD10241,2026-03-30,CUST1173,Customer_1241,Male,23,Kolkata,West Bengal,P020,Sweatshirt,Sportswear,UrbanWear,Beige,M,4,1699,0,6796.0,1799.97,Credit Card,53
ORD10242,2026-08-31,CUST1473,Customer_1242,Female,57,Mumbai,Maharashtra,P014,Blazer,Formal Wear,OfficeLine,Pink,M,3,3499,15,8922.45,1667.81,Cash,75
ORD10243,2025-09-03,CUST1478,Customer_1243,Male,59,Mumbai,Maharashtra,P006,Running Shoes,Footwear,SportX,Black,XL,4,3599,5,13676.2,1934.86,Net Banking,93
ORD10244,2026-04-27,CUST1285,Customer_1244,Male,60,Bengaluru,Karnataka,P004,Hoodie,Outerwear,UrbanWear,White,S,5,2199,10,9895.5,2378.97,Debit Card,44
ORD10245,2026-03-15,CUST1230,Customer_1245,Female,60,Hyderabad,Telangana,P013,Saree,Ethnic Wear,Heritage,Green,XXL,5,3999,0,19995.0,5464.92,Cash,33
ORD10246,2025-08-03,CUST1396,Customer_1246,Female,53,Bengaluru,Karnataka,P005,Summer Dress,Dresses,Elegance,Beige,S,4,2999,5,11396.2,2659.87,Debit Card,26
ORD10247,2025-12-13,CUST1034,Customer_1247,Male,32,Mumbai,Maharashtra,P019,Loafers,Footwear,OfficeLine,Pink,XXL,4,2799,10,10076.4,2106.3,Cash,7
ORD10248,2025-09-20,CUST1450,Customer_1248,Female,29,Bhubaneswar,Odisha,P017,Chinos,Trousers,OfficeLine,Green,XXL,2,1899,10,3418.2,380.08,Credit Card,76
ORD10249,2025-10-26,CUST1468,Customer_1249,Female,28,Kakinada,Andhra Pradesh,P015,Track Pants,Sportswear,SportX,Pink,M,5,1599,10,7195.5,1560.59,Debit Card,7
ORD10250,2025-09-29,CUST1447,Customer_1250,Female,40,Delhi,Delhi,P007,Formal Trousers,Trousers,OfficeLine,Black,L,5,1999,15,8495.75,2037.48,UPI,48
ORD10251,2026-09-04,CUST1488,Customer_1251,Male,33,Kakinada,Andhra Pradesh,P002,Slim Fit Jeans,Jeans,DenimCo,Beige,L,4,2499,10,8996.4,2657.29,UPI,18
ORD10252,2026-08-26,CUST1200,Customer_1252,Female,25,Jaipur,Rajasthan,P006,Running Shoes,Footwear,SportX,Blue,M,5,3599,5,17095.25,5176.74,UPI,13
ORD10253,2025-03-06,CUST1045,Customer_1253,Male,23,Visakhapatnam,Andhra Pradesh,P004,Hoodie,Outerwear,UrbanWear,Green,XXL,1,2199,10,1979.1,628.88,Cash,60
ORD10254,2025-08-13,CUST1384,Customer_1254,Male,40,Pune,Maharashtra,P002,Slim Fit Jeans,Jeans,DenimCo,Beige,XL,4,2499,0,9996.0,2939.61,Debit Card,47
ORD10255,2025-11-04,CUST1478,Customer_1255,Female,29,Chennai,Tamil Nadu,P015,Track Pants,Sportswear,SportX,Red,S,2,1599,5,3038.1,417.24,Cash,28
ORD10256,2026-04-17,CUST1514,Customer_1256,Female,21,Hyderabad,Telangana,P016,Denim Jacket,Outerwear,DenimCo,Pink,XL,5,3199,20,12796.0,3210.91,Credit Card,34
ORD10257,2025-03-23,CUST1178,Customer_1257,Female,42,Delhi,Delhi,P016,Denim Jacket,Outerwear,DenimCo,Blue,M,2,3199,15,5438.3,1632.33,Credit Card,58
ORD10258,2026-11-07,CUST1082,Customer_1258,Male,47,Pune,Maharashtra,P006,Running Shoes,Footwear,SportX,Grey,XL,4,3599,15,12236.6,2902.28,Debit Card,70
ORD10259,2025-11-14,CUST1053,Customer_1259,Female,27,Chennai,Tamil Nadu,P013,Saree,Ethnic Wear,Heritage,Blue,L,1,3999,25,2999.25,569.82,Net Banking,76
ORD10260,2025-01-28,CUST1457,Customer_1260,Female,38,Kolkata,West Bengal,P016,Denim Jacket,Outerwear,DenimCo,Green,L,2,3199,25,4798.5,1056.03,UPI,64
ORD10261,2026-04-14,CUST1362,Customer_1261,Female,49,Chennai,Tamil Nadu,P015,Track Pants,Sportswear,SportX,White,S,5,1599,30,5596.5,1210.55,Debit Card,54
ORD10262,2026-02-11,CUST1281,Customer_1262,Female,59,Bhubaneswar,Odisha,P014,Blazer,Formal Wear,OfficeLine,Green,L,3,3499,15,8922.45,1860.97,Debit Card,22
ORD10263,2026-04-17,CUST1260,Customer_1263,Male,51,Vijayawada,Andhra Pradesh,P009,Sneakers,Footwear,SportX,Green,XL,2,3299,5,6268.1,627.59,Cash,8
ORD10264,2026-12-07,CUST1101,Customer_1264,Male,44,Vijayawada,Andhra Pradesh,P005,Summer Dress,Dresses,Elegance,White,M,3,2999,30,6297.9,1933.69,Credit Card,66
ORD10265,2025-07-02,CUST1544,Customer_1265,Female,39,Kolkata,West Bengal,P007,Formal Trousers,Trousers,OfficeLine,White,XL,3,1999,10,5397.3,813.64,Debit Card,86
ORD10266,2025-09-13,CUST1151,Customer_1266,Female,29,Kakinada,Andhra Pradesh,P008,Leather Jacket,Outerwear,LeatherCraft,Grey,L,5,4599,25,17246.25,2813.15,Cash,100
ORD10267,2026-06-11,CUST1516,Customer_1267,Male,58,Mumbai,Maharashtra,P001,Classic T-Shirt,T-Shirts,UrbanWear,Blue,M,5,799,0,3995.0,961.14,Credit Card,55
ORD10268,2025-06-26,CUST1592,Customer_1268,Male,60,Hyderabad,Telangana,P014,Blazer,Formal Wear,OfficeLine,Beige,XXL,5,3499,5,16620.25,3270.17,Debit Card,81
ORD10269,2025-02-28,CUST1337,Customer_1269,Male,39,Hyderabad,Telangana,P020,Sweatshirt,Sportswear,UrbanWear,Grey,XL,2,1699,0,3398.0,748.93,Debit Card,44
ORD10270,2026-01-21,CUST1077,Customer_1270,Male,26,Bengaluru,Karnataka,P014,Blazer,Formal Wear,OfficeLine,Green,XXL,4,3499,25,10497.0,1813.35,Net Banking,47
ORD10271,2025-05-10,CUST1013,Customer_1271,Female,31,Kolkata,West Bengal,P002,Slim Fit Jeans,Jeans,DenimCo,White,S,2,2499,0,4998.0,1108.94,Credit Card,67
ORD10272,2026-11-05,CUST1350,Customer_1272,Female,18,Visakhapatnam,Andhra Pradesh,P018,Anarkali Dress,Dresses,Elegance,Black,XXL,2,3299,20,5278.4,591.63,UPI,19
ORD10273,2025-10-07,CUST1044,Customer_1273,Male,52,Chennai,Tamil Nadu,P011,Cargo Pants,Trousers,UrbanWear,Grey,XXL,4,1799,5,6836.2,1349.65,UPI,6
ORD10274,2026-05-13,CUST1091,Customer_1274,Female,26,Jaipur,Rajasthan,P011,Cargo Pants,Trousers,UrbanWear,Pink,XL,1,1799,20,1439.2,317.9,UPI,74
ORD10275,2026-02-13,CUST1181,Customer_1275,Female,38,Bhubaneswar,Odisha,P004,Hoodie,Outerwear,UrbanWear,Yellow,M,3,2199,30,4617.9,963.73,Cash,26
ORD10276,2025-09-20,CUST1012,Customer_1276,Male,36,Bengaluru,Karnataka,P015,Track Pants,Sportswear,SportX,Green,XL,1,1599,0,1599.0,410.16,Credit Card,63
ORD10277,2025-02-03,CUST1062,Customer_1277,Female,38,Kolkata,West Bengal,P013,Saree,Ethnic Wear,Heritage,Grey,XL,4,3999,15,13596.6,3488.55,Cash,28
ORD10278,2025-04-29,CUST1249,Customer_1278,Male,25,Kakinada,Andhra Pradesh,P004,Hoodie,Outerwear,UrbanWear,White,XXL,1,2199,30,1539.3,307.98,Debit Card,93
ORD10279,2025-08-10,CUST1555,Customer_1279,Female,58,Bhubaneswar,Odisha,P009,Sneakers,Footwear,SportX,Green,S,2,3299,20,5278.4,548.58,Net Banking,78
ORD10280,2025-05-20,CUST1331,Customer_1280,Female,21,Jaipur,Rajasthan,P015,Track Pants,Sportswear,SportX,Black,XXL,5,1599,5,7595.25,2381.54,UPI,63
ORD10281,2026-01-02,CUST1093,Customer_1281,Female,49,Chennai,Tamil Nadu,P019,Loafers,Footwear,OfficeLine,Yellow,S,4,2799,15,9516.6,2148.9,Cash,75
ORD10282,2026-02-02,CUST1188,Customer_1282,Female,59,Chennai,Tamil Nadu,P004,Hoodie,Outerwear,UrbanWear,White,XL,5,2199,15,9345.75,1982.82,UPI,40
ORD10283,2026-03-09,CUST1566,Customer_1283,Female,49,Kakinada,Andhra Pradesh,P020,Sweatshirt,Sportswear,UrbanWear,Black,M,1,1699,10,1529.1,308.97,Net Banking,87
ORD10284,2026-03-07,CUST1372,Customer_1284,Male,57,Jaipur,Rajasthan,P014,Blazer,Formal Wear,OfficeLine,White,M,2,3499,5,6648.1,1018.32,UPI,71
ORD10285,2026-05-05,CUST1405,Customer_1285,Female,32,Vijayawada,Andhra Pradesh,P013,Saree,Ethnic Wear,Heritage,Blue,S,5,3999,15,16995.75,2030.12,Debit Card,50
ORD10286,2025-01-19,CUST1508,Customer_1286,Female,40,Hyderabad,Telangana,P016,Denim Jacket,Outerwear,DenimCo,Blue,XXL,4,3199,0,12796.0,2222.8,UPI,47
ORD10287,2025-09-15,CUST1532,Customer_1287,Female,39,Pune,Maharashtra,P017,Chinos,Trousers,OfficeLine,Blue,S,5,1899,5,9020.25,1132.02,Credit Card,19
